Customer ID,1st Order Profit,Subsequent Order Profit,Subsequent Orders Count,Number of times visted,Total value of all promotions,Total Promotion Profit
4505,4,33,7,8,4,33
4506,4,50,6,7,3,51
4507,9,0,0,1,0,9
4508,5,8,1,2,4,9
4509,20,27,5,6,2,44
4510,4,44,8,9,0,48
4511,3,0,0,1,0,3
4512,8,36,3,4,5,38
4513,7,18,2,3,9,17
4514,1,27,4,5,0,28
4515,6,77,8,9,0,83
4516,14,0,0,1,2,12
4517,9,0,0,1,2,6
4518,13,0,0,1,1,12
4519,5,0,0,1,1,3
4520,15,118,12,13,0,133
4521,15,31,6,7,11,35
4522,16,24,2,3,10,30
4523,13,60,3,4,7,66
4524,14,0,0,1,1,13
4525,25,95,6,7,14,107
4526,12,24,6,7,3,34
4527,11,0,0,1,4,7
4528,11,23,3,4,1,32
4529,11,12,1,2,0,23
4530,12,55,6,7,5,62
4531,10,46,6,7,2,55
4532,14,130,7,8,11,133
4533,5,37,3,4,0,42
4534,4,21,5,6,4,20
4535,5,25,3,4,0,30
4536,14,299,13,14,6,307
4537,13,0,0,1,0,12
4538,6,83,13,14,0,89
4539,9,32,5,6,0,41
4540,11,0,0,1,0,11
4541,4,13,2,3,0,18
4542,2,116,11,12,1,116
4543,28,43,3,4,10,61
4544,10,19,2,3,0,29
4545,9,10,1,2,10,9
4546,4,132,12,13,19,116
4547,15,0,0,1,6,9
4548,6,80,7,8,0,86
4549,2,39,5,6,25,16
4550,31,77,5,6,10,98
4551,29,0,0,1,11,18
4552,15,15,3,4,14,16
4553,10,115,11,12,0,124
4554,13,0,0,1,1,12
4555,5,77,8,9,0,82
4556,16,0,0,1,0,16
4557,20,0,0,1,6,13
4558,12,7,1,2,6,13
4559,23,95,7,8,26,92
4560,6,45,3,4,5,46
4561,2,25,6,7,0,27
4562,9,4,1,2,3,10
4563,16,140,10,11,15,142
4564,2,0,0,1,1,1
4566,2,138,16,17,34,106
4567,15,0,0,1,0,15
4568,7,70,6,7,5,73
4569,12,6,1,2,4,14
4570,20,0,0,1,0,20
4571,12,0,0,1,6,6
4572,12,0,0,1,0,12
4573,19,0,0,1,4,16
4574,4,0,0,1,1,3
4575,12,0,0,1,2,10
4576,9,0,0,1,3,7
4577,10,0,0,1,1,9
4578,10,0,0,1,3,7
4579,3,0,0,1,0,3
4580,5,156,12,13,12,149
4581,17,20,4,5,5,32
4582,14,0,0,1,3,11
4583,13,21,2,3,1,33
4584,11,75,9,10,0,87
4585,6,50,4,5,12,44
4586,2,127,12,13,45,84
4587,5,0,0,1,0,5
4588,25,0,0,1,6,19
4590,5,50,5,6,7,48
4591,10,57,5,6,4,64
4592,12,16,1,2,0,28
4593,2,127,9,10,1,128
4594,14,22,2,3,0,35
4595,15,0,0,1,2,13
4596,22,0,0,1,17,5
4597,6,0,0,1,0,6
4598,8,62,6,7,11,59
4599,7,0,0,1,3,4
4600,7,54,7,8,0,62
4601,9,39,6,7,0,48
4602,13,15,2,3,11,17
4603,2,7,1,2,2,8
4604,2,29,10,11,3,27
4605,15,31,6,7,3,43
4606,2,36,6,7,0,37
4607,25,0,0,1,0,25
4608,10,69,4,5,0,79
4609,13,0,0,1,3,10
4610,11,21,2,3,1,30
4611,6,190,16,17,12,184
4612,12,0,0,1,1,11
4613,24,27,4,5,0,51
4614,9,0,0,1,2,7
4616,26,37,3,4,7,56
4617,4,0,0,1,0,4
4618,18,23,2,3,14,27
4619,12,31,3,4,10,33
4620,3,44,4,5,6,41
4621,15,0,0,1,0,15
4622,10,29,4,5,13,26
4623,14,17,4,5,0,31
4624,5,7,1,2,1,11
4625,11,26,11,12,1,36
4626,12,24,3,4,12,25
4627,2,0,0,1,1,1
4628,16,0,0,1,0,16
4629,17,8,3,4,11,14
4630,6,100,7,8,8,98
4631,19,151,10,11,0,170
4632,20,0,0,1,0,20
4633,24,0,0,1,3,21
4634,15,7,1,2,0,22
4635,9,11,2,3,1,19
4636,9,21,7,8,21,9
4637,13,0,0,1,2,11
4638,7,58,10,11,15,50
4639,15,0,0,1,3,12
4640,10,7,1,2,3,15
4641,17,99,14,15,3,112
4642,2,18,2,3,0,20
4643,16,47,5,6,8,55
4644,13,0,0,1,0,13
4645,18,30,4,5,3,45
4646,22,28,4,5,0,50
4647,7,0,0,1,2,5
4648,5,99,12,13,29,76
4649,5,15,3,4,0,20
4650,12,31,3,4,9,34
4651,19,0,0,1,0,19
4652,6,45,6,7,6,45
4653,7,0,0,1,3,4
4654,6,73,11,12,0,80
4655,13,8,1,2,4,17
4656,6,134,10,11,25,114
4657,3,0,0,1,0,3
4658,8,41,8,9,5,45
4659,3,19,6,7,0,23
4660,9,88,10,11,24,73
4661,3,0,0,1,1,2
4662,3,30,2,3,0,33
4663,12,23,2,3,9,26
4664,13,13,7,8,4,22
4665,16,0,0,1,1,16
4666,5,3,2,3,1,8
4667,20,0,0,1,2,18
4668,12,0,0,1,3,9
4669,14,91,7,8,0,104
4670,5,0,0,1,1,4
4671,15,0,0,1,5,10
4672,3,0,0,1,1,2
4673,4,0,0,1,0,4
4674,17,0,0,1,0,17
4675,7,0,0,1,1,6
4677,3,0,0,1,1,2
4678,2,0,0,1,0,1
4679,11,0,0,1,3,8
4680,2,113,12,13,2,113
4681,14,52,13,14,25,41
4682,3,110,10,11,7,106
4683,18,17,5,6,0,35
4684,5,11,6,7,3,13
4685,14,0,0,1,6,8
4686,13,0,0,1,0,13
4687,12,0,0,1,1,11
4688,11,28,2,3,4,35
4689,3,40,7,8,0,43
4690,16,3,2,3,0,19
4691,11,0,0,1,0,11
4692,2,0,0,1,0,2
4693,11,27,4,5,10,28
4694,13,27,4,5,14,26
4695,1,27,6,7,0,29
4696,16,76,20,21,30,62
4697,13,0,0,1,3,10
4698,5,0,0,1,1,4
4699,8,70,8,9,21,57
4701,4,0,0,1,1,2
4702,26,0,0,1,8,18
4703,21,0,0,1,5,16
4704,5,0,0,1,0,4
4705,8,0,0,1,2,5
4706,1,0,0,1,0,1
4707,10,0,0,1,1,9
4708,10,0,0,1,1,9
4709,3,0,0,1,0,3
4710,6,0,0,1,1,5
4711,2,0,0,1,1,1
4712,16,0,0,1,6,9
4713,9,0,0,1,0,9
4714,6,0,0,1,0,6
4715,12,0,0,1,0,12
4716,10,0,0,1,0,10
4717,4,0,0,1,0,4
4718,13,0,0,1,0,13
4719,2,0,0,1,0,2
4720,11,0,0,1,2,8
4721,20,0,0,1,1,19
4722,22,0,0,1,1,21
4723,2,0,0,1,0,2
4724,2,0,0,1,0,2
4725,9,0,0,1,0,9
4727,10,0,0,1,1,9
4728,9,0,0,1,0,9
4729,8,0,0,1,0,8
4730,2,0,0,1,1,1
4731,20,0,0,1,3,16
4732,8,0,0,1,1,7
4733,19,0,0,1,3,16
4734,29,0,0,1,5,24
4735,9,0,0,1,0,9
4736,13,0,0,1,2,11
4737,14,0,0,1,2,12
4738,10,0,0,1,0,10
4739,14,0,0,1,2,12
4740,13,0,0,1,3,9
4741,22,0,0,1,6,16
4742,7,0,0,1,0,7
4743,24,0,0,1,3,21
4744,13,0,0,1,0,13
4745,18,0,0,1,1,17
4746,7,0,0,1,3,4
4747,7,0,0,1,0,7
4748,16,0,0,1,3,13
4749,17,0,0,1,6,11
4750,26,0,0,1,1,25
4751,18,0,0,1,6,12
4752,2,0,0,1,1,1
4753,17,0,0,1,0,17
4754,7,0,0,1,0,7
4755,13,0,0,1,2,11
4756,13,0,0,1,0,13
4757,16,0,0,1,0,16
4758,3,0,0,1,1,3
4759,15,0,0,1,9,6
4760,18,0,0,1,0,18
4761,15,0,0,1,0,15
4762,9,0,0,1,0,9
4763,2,0,0,1,0,2
4764,16,0,0,1,2,15
4765,9,0,0,1,5,5
4766,4,0,0,1,0,4
4767,14,0,0,1,0,14
4768,14,0,0,1,4,11
4769,8,0,0,1,0,7
4770,11,0,0,1,0,11
4771,10,0,0,1,1,8
4772,4,0,0,1,0,4
4773,9,0,0,1,0,8
4774,7,0,0,1,4,3
4775,2,0,0,1,1,1
4776,6,0,0,1,4,2
4777,6,0,0,1,2,4
4778,29,0,0,1,2,26
4779,19,0,0,1,3,16
4780,16,0,0,1,4,12
4781,25,0,0,1,0,25
4782,2,0,0,1,0,2
4783,4,0,0,1,0,4
4784,6,0,0,1,0,6
4785,17,0,0,1,0,17
4786,1,0,0,1,0,1
4788,6,0,0,1,0,6
4789,3,0,0,1,0,3
4790,21,0,0,1,3,18
4791,3,0,0,1,0,2
4792,13,0,0,1,2,11
4793,16,0,0,1,0,16
4794,20,0,0,1,4,16
4795,7,0,0,1,2,5
4796,11,0,0,1,3,8
4797,5,0,0,1,1,3
4798,11,0,0,1,1,10
4799,3,0,0,1,1,2
4800,12,0,0,1,0,12
4801,8,245,20,21,0,254
4802,2,0,0,1,0,2
4803,13,23,4,5,0,36
4804,4,40,4,5,0,44
4805,11,40,6,7,13,37
4806,5,98,12,13,0,103
4807,11,0,0,1,1,10
4808,20,38,12,13,32,25
4809,8,0,0,1,1,8
4810,10,21,2,3,0,31
4812,7,0,0,1,3,4
4813,16,15,1,2,2,29
4814,9,10,1,2,6,14
4815,19,67,6,7,17,69
4816,24,0,0,1,1,23
4817,11,0,0,1,2,10
4818,13,181,10,11,39,155
4819,10,0,0,1,2,8
4820,12,0,0,1,3,9
4821,12,16,1,2,2,25
4822,12,7,1,2,4,15
4823,4,33,4,5,15,21
4824,10,0,0,1,2,8
4825,19,9,1,2,2,25
4826,5,24,4,5,2,28
4827,2,0,0,1,0,2
4828,10,0,0,1,0,9
4829,7,0,0,1,1,5
4830,2,20,8,9,4,18
4831,6,90,14,15,15,81
4832,10,82,6,7,0,93
4833,3,12,1,2,5,10
4834,16,0,0,1,2,15
4835,4,63,7,8,13,54
4836,14,127,16,17,33,107
4838,13,48,9,10,15,46
4839,2,12,2,3,0,14
4840,2,11,1,2,6,7
4841,14,0,0,1,2,12
4842,13,0,0,1,0,13
4843,21,46,5,6,6,60
4844,14,47,4,5,0,61
4845,6,30,5,6,14,22
4846,2,7,2,3,3,6
4847,17,0,0,1,0,17
4848,10,13,1,2,2,22
4849,11,53,7,8,0,64
4850,11,55,6,7,60,7
4851,13,23,7,8,5,31
4852,5,31,5,6,0,36
4853,15,7,1,2,4,18
4854,9,39,6,7,4,44
4855,2,0,0,1,0,2
4856,9,0,0,1,2,7
4857,11,0,0,1,0,11
4858,17,66,9,10,0,83
4859,10,0,0,1,3,7
4860,9,111,13,14,0,120
4861,17,49,4,5,19,48
4862,20,25,9,10,4,41
4863,2,22,6,7,4,19
4864,12,0,0,1,6,6
4865,21,51,5,6,31,42
4866,12,66,6,7,10,68
4867,17,0,0,1,1,16
4868,10,108,8,9,21,97
4869,5,54,4,5,27,32
4870,9,0,0,1,1,7
4871,4,0,0,1,2,3
4872,11,0,0,1,3,7
4873,16,0,0,1,4,12
4874,14,0,0,1,0,14
4875,21,0,0,1,3,17
4876,6,0,0,1,1,4
4877,2,0,0,1,0,1
4878,15,0,0,1,1,14
4879,18,0,0,1,4,15
4880,24,13,1,2,3,34
4881,7,12,2,3,0,19
4882,11,43,9,10,2,52
4883,14,51,4,5,1,64
4884,4,0,0,1,1,3
4885,12,51,3,4,4,59
4886,3,58,9,10,9,52
4887,3,0,0,1,1,2
4888,5,0,0,1,0,5
4889,2,40,8,9,3,38
4890,19,81,6,7,3,96
4891,2,45,7,8,0,47
4892,23,140,12,13,24,138
4893,25,146,12,13,0,171
4894,18,14,6,7,0,32
4895,11,31,6,7,1,41
4896,11,99,4,5,14,96
4897,10,0,0,1,0,10
4899,17,103,7,8,24,96
4900,2,70,8,9,0,72
4901,12,20,11,12,11,22
4902,6,42,4,5,0,49
4903,6,152,10,11,77,81
4904,17,19,3,4,11,26
4905,36,0,0,1,0,36
4906,11,64,7,8,5,70
4907,2,0,0,1,0,2
4908,7,51,6,7,22,37
4909,10,0,0,1,0,10
4910,5,18,2,3,0,24
4911,26,23,1,2,0,49
4912,16,44,4,5,37,24
4913,32,70,6,7,11,91
4914,8,48,5,6,8,47
4915,11,103,6,7,0,114
4916,6,0,0,1,0,6
4917,2,0,0,1,1,1
4918,2,0,0,1,0,1
4919,10,0,0,1,2,8
4920,5,54,6,7,6,52
4921,14,86,10,11,36,63
4923,24,0,0,1,2,23
4924,6,10,1,2,0,16
4925,22,71,7,8,0,92
4926,16,133,10,11,13,136
4927,13,0,0,1,0,13
4928,19,28,4,5,0,47
4929,11,106,9,10,5,113
4930,9,180,11,12,41,148
4931,2,0,0,1,0,2
4932,2,61,7,8,0,63
4933,17,0,0,1,8,9
4934,7,0,0,1,1,6
4935,17,0,0,1,1,15
4936,13,113,13,14,20,106
4937,13,0,0,1,1,12
4938,2,46,3,4,18,30
4939,11,21,3,4,12,20
4940,11,13,2,3,0,24
4941,6,91,13,14,13,84
4942,9,51,8,9,2,58
4943,20,14,1,2,13,20
4944,10,0,0,1,2,8
4945,9,203,14,15,31,181
4946,4,42,10,11,0,47
4947,19,0,0,1,0,19
4949,14,0,0,1,0,14
4950,6,58,8,9,11,53
4951,12,65,4,5,23,53
4952,11,23,5,6,11,23
4953,7,10,4,5,2,15
4954,27,0,13,14,11,16
4955,23,54,5,6,15,63
4956,7,0,0,1,1,6
4957,2,0,0,1,0,2
4958,2,7,1,2,0,9
4959,8,35,4,5,1,42
4960,11,0,0,1,2,10
4961,8,236,24,25,0,245
4962,20,181,13,14,35,166
4963,8,190,8,9,82,116
4964,26,79,7,8,7,98
4965,5,57,12,13,0,62
4966,20,13,1,2,2,32
4967,2,0,0,1,0,2
4968,6,15,1,2,6,16
4969,10,102,12,13,8,103
4970,14,0,0,1,0,14
4971,27,0,0,1,0,27
4972,6,0,0,1,1,5
4973,9,0,0,1,4,5
4974,13,0,0,1,4,9
4975,5,0,0,1,1,4
4976,9,0,0,1,0,9
4977,2,0,0,1,0,2
4978,6,0,0,1,2,4
4979,17,0,0,1,4,13
4980,14,75,12,13,0,89
4981,15,189,16,17,32,171
4982,9,15,2,3,7,17
4983,23,0,0,1,1,22
4984,16,55,3,4,0,71
4985,9,0,0,1,0,9
4986,7,65,8,9,0,72
4987,2,0,0,1,0,2
4988,2,201,16,17,79,123
4989,8,104,14,15,1,112
4990,20,17,9,10,16,21
4991,4,73,10,11,19,58
4992,10,0,0,1,3,7
4993,9,54,3,4,5,57
4994,8,8,1,2,2,15
4995,9,44,6,7,0,52
4996,16,77,10,11,18,75
4997,8,0,0,1,2,6
4998,13,166,11,12,0,179
4999,12,52,11,12,0,65
5000,10,0,0,1,0,10
5001,2,10,4,5,4,9
5002,21,78,10,11,26,72
5003,15,11,1,2,0,26
5004,13,63,9,10,8,67
5005,11,56,6,7,0,67
5006,27,125,7,8,0,152
5007,8,0,0,1,2,6
5008,7,59,8,9,3,63
5010,19,92,12,13,34,77
5011,2,0,0,1,0,2
5012,2,0,0,1,0,2
5013,2,23,7,8,2,22
5014,5,53,4,5,0,59
5015,9,53,11,12,18,44
5016,8,21,9,10,2,27
5017,13,0,0,1,0,13
5018,8,0,0,1,1,6
5019,18,89,9,10,10,97
5020,16,0,0,1,3,12
5021,7,0,0,1,3,5
5022,2,24,6,7,6,19
5023,9,47,12,13,0,56
5024,13,16,2,3,2,28
5025,16,91,13,14,28,80
5026,3,53,3,4,0,55
5027,10,0,0,1,2,8
5028,7,69,10,11,28,48
5029,9,123,9,10,7,125
5030,2,19,2,3,10,12
5031,14,8,1,2,1,21
5032,11,17,2,3,9,19
5034,7,35,5,6,4,38
5035,17,171,14,15,2,186
5036,2,10,1,2,1,11
5037,10,0,0,1,1,9
5038,7,24,12,13,0,31
5039,17,55,4,5,25,46
5040,11,33,2,3,12,32
5041,11,13,1,2,0,24
5042,8,46,5,6,5,49
5043,20,19,1,2,0,39
5044,8,38,5,6,0,46
5045,5,26,2,3,0,31
5046,21,67,5,6,0,88
5047,11,0,0,1,0,11
5048,2,102,8,9,5,99
5049,5,38,3,4,0,43
5050,5,126,10,11,24,106
5051,14,9,1,2,2,20
5052,7,45,6,7,0,52
5053,10,14,1,2,7,17
5054,16,0,0,1,12,5
5055,13,226,16,17,10,229
5056,16,132,10,11,3,144
5057,22,0,0,1,3,19
5058,2,37,5,6,0,39
5060,12,86,6,7,37,62
5061,2,4,1,2,0,6
5062,6,77,10,11,27,56
5063,12,29,2,3,6,35
5064,14,5,2,3,8,10
5065,10,33,4,5,25,18
5066,12,195,13,14,15,192
5067,14,0,0,1,1,14
5068,11,16,2,3,9,18
5069,12,4,1,2,2,13
5070,11,0,0,1,0,11
5071,11,0,0,1,0,11
5072,11,0,0,1,3,8
5073,3,0,0,1,0,3
5074,19,0,0,1,2,17
5075,6,0,0,1,2,5
5076,5,0,0,1,0,5
5077,13,0,0,1,6,7
5078,4,0,0,1,0,4
5079,23,0,0,1,0,23
5080,8,0,0,1,0,8
5081,3,71,14,15,0,74
5082,12,0,0,1,2,10
5083,2,31,3,4,7,25
5084,9,73,9,10,7,75
5085,12,69,9,10,5,76
5086,14,15,2,3,9,20
5087,9,0,0,1,0,9
5088,10,0,0,1,4,6
5089,27,82,7,8,10,99
5090,13,69,8,9,10,73
5091,7,85,9,10,30,62
5092,10,9,4,5,0,19
5093,2,21,2,3,7,16
5094,28,109,7,8,0,137
5095,12,38,3,4,1,49
5096,2,0,0,1,0,2
5097,11,0,0,1,3,8
5098,16,120,12,13,0,136
5099,4,37,4,5,15,26
5100,16,13,7,8,0,28
5101,9,34,7,8,0,43
5102,24,47,5,6,23,47
5103,6,8,1,2,2,11
5104,25,0,0,1,1,23
5105,10,9,1,2,5,15
5106,2,0,0,1,0,2
5107,26,0,0,1,1,25
5108,14,10,4,5,3,21
5109,2,38,3,4,7,34
5110,22,36,3,4,1,57
5111,5,7,1,2,3,9
5112,27,374,19,20,38,364
5113,12,22,2,3,6,27
5114,2,44,10,11,11,35
5115,4,48,9,10,6,46
5116,6,39,6,7,21,24
5117,15,0,0,1,9,6
5118,5,79,7,8,0,84
5119,10,0,0,1,2,8
5121,2,105,9,10,0,106
5122,24,46,4,5,1,69
5123,12,53,4,5,0,65
5124,8,0,0,1,1,7
5125,6,77,4,5,0,82
5126,12,0,0,1,1,10
5127,2,0,0,1,0,2
5128,9,128,10,11,0,137
5129,6,30,9,10,12,24
5130,11,55,4,5,40,26
5131,29,90,10,11,13,107
5132,12,31,4,5,0,42
5133,20,0,0,1,7,13
5134,17,17,2,3,0,34
5135,18,2,1,2,7,13
5136,22,0,0,1,1,21
5137,15,0,0,1,3,12
5138,11,19,1,2,7,24
5139,12,25,5,6,0,37
5140,3,98,13,14,2,99
5141,11,61,9,10,15,57
5142,5,47,19,20,16,35
5143,12,0,0,1,2,9
5145,1,85,7,8,0,86
5146,7,55,4,5,11,51
5147,19,0,0,1,11,8
5148,8,0,0,1,4,4
5149,15,26,3,4,1,40
5150,2,0,0,1,1,1
5151,8,71,7,8,12,67
5152,6,0,0,1,2,5
5153,6,7,1,2,1,12
5154,18,24,2,3,6,35
5155,18,23,6,7,1,40
5156,13,68,4,5,8,72
5157,6,0,0,1,1,5
5158,5,96,8,9,25,76
5159,12,0,0,1,0,12
5160,14,0,0,1,2,12
5161,2,48,3,4,9,41
5162,14,14,2,3,0,29
5163,14,55,7,8,0,69
5164,20,20,1,2,6,34
5165,17,0,0,1,0,17
5166,13,0,0,1,0,12
5167,6,0,0,1,3,3
5168,5,0,0,1,2,3
5169,10,0,0,1,0,10
5171,14,0,0,1,2,12
5172,5,0,0,1,2,3
5173,6,0,0,1,1,5
5174,8,0,0,1,0,8
5175,6,0,0,1,2,4
5176,14,0,0,1,0,14
5177,8,0,0,1,6,2
5178,14,0,0,1,1,13
5179,9,0,0,1,4,6
5180,6,114,7,8,20,100
5181,14,67,7,8,0,80
5182,4,48,10,11,0,52
5183,15,22,2,3,7,30
5184,20,70,5,6,0,91
5185,2,109,9,10,13,98
5186,2,79,8,9,8,73
5187,16,0,0,1,3,13
5188,7,17,2,3,5,19
5189,13,25,5,6,13,25
5190,9,0,0,1,0,9
5191,21,114,12,13,0,135
5192,1,97,14,15,0,99
5193,6,52,14,15,8,49
5194,7,0,0,1,3,4
5195,1,58,7,8,20,40
5196,15,46,6,7,20,41
5197,4,0,0,1,0,4
5198,1,28,7,8,9,20
5199,7,34,6,7,5,35
5200,8,62,8,9,24,46
5201,11,53,6,7,7,58
5202,4,5,1,2,1,8
5203,7,7,2,3,2,12
5204,2,52,9,10,0,54
5205,11,56,7,8,1,66
5206,13,108,7,8,16,106
5207,8,0,0,1,0,8
5208,10,94,12,13,24,80
5209,13,14,2,3,11,16
5210,5,75,6,7,18,63
5211,2,112,9,10,8,106
5212,14,0,0,1,2,11
5213,8,0,0,1,6,2
5214,15,52,4,5,0,67
5215,4,7,1,2,5,6
5216,13,151,9,10,6,158
5217,16,0,0,1,0,16
5218,11,0,0,1,0,11
5219,2,100,10,11,20,82
5220,10,14,1,2,0,23
5221,13,93,11,12,14,92
5222,6,43,4,5,0,49
5223,11,100,9,10,0,110
5224,18,69,9,10,24,63
5225,11,51,6,7,0,62
5226,20,8,1,2,6,21
5227,11,0,0,1,0,11
5228,6,200,14,15,16,190
5229,3,25,3,4,0,28
5230,13,57,6,7,0,70
5232,16,77,9,10,26,67
5233,9,52,6,7,11,49
5234,25,15,1,2,4,36
5235,22,73,6,7,8,87
5236,6,105,12,13,0,111
5237,29,0,0,1,0,29
5238,13,91,10,11,3,102
5239,7,84,9,10,14,77
5240,7,192,16,17,0,199
5241,20,84,11,12,6,97
5242,2,0,0,1,0,2
5243,3,0,0,1,0,3
5244,16,103,8,9,15,104
5245,20,14,6,7,0,34
5246,10,85,9,10,21,74
5247,22,0,0,1,0,22
5248,4,0,0,1,1,3
5249,10,45,3,4,9,45
5250,15,34,3,4,12,37
5251,2,39,2,3,0,42
5252,6,15,3,4,0,21
5253,4,77,8,9,18,63
5254,11,0,0,1,1,11
5256,5,54,4,5,24,35
5257,16,0,0,1,2,14
5258,17,0,0,1,7,10
5259,22,40,4,5,8,53
5260,14,20,4,5,12,22
5261,2,21,7,8,0,23
5262,9,34,4,5,19,24
5263,17,61,5,6,0,78
5264,11,36,2,3,0,47
5265,28,31,4,5,12,47
5266,2,0,0,1,0,2
5267,19,0,0,1,5,14
5268,23,0,0,1,0,23
5269,9,11,5,6,1,19
5270,12,0,0,1,2,11
5271,15,0,0,1,2,13
5272,2,0,0,1,0,2
5273,12,0,0,1,0,12
5274,12,0,0,1,0,12
5275,12,0,0,1,1,11
5276,25,0,0,1,2,23
5277,21,0,0,1,4,17
5278,1,0,0,1,0,1
5279,2,0,0,1,0,2
5280,21,76,11,12,15,82
5282,14,0,0,1,3,12
5283,9,89,6,7,28,70
5284,6,82,6,7,47,40
5285,11,17,4,5,11,16
5286,6,16,3,4,6,16
5287,9,0,0,1,1,7
5288,13,101,16,17,13,101
5289,13,158,13,14,127,44
5290,1,12,5,6,0,14
5291,38,0,0,1,0,38
5292,15,134,18,19,0,149
5293,7,4,1,2,2,9
5294,15,185,13,14,19,181
5295,18,97,7,8,15,100
5296,8,84,6,7,81,10
5297,22,0,0,1,3,20
5298,4,27,7,8,10,21
5299,10,244,14,15,0,254
5300,13,28,3,4,0,41
5301,7,28,3,4,0,36
5302,11,75,8,9,16,70
5303,11,0,0,1,3,8
5304,11,61,5,6,0,72
5305,11,20,2,3,16,14
5306,9,43,5,6,12,40
5307,10,0,0,1,8,2
5308,11,0,0,1,5,6
5309,12,89,7,8,4,97
5310,14,0,0,1,4,10
5311,10,22,3,4,1,31
5312,7,41,6,7,9,39
5313,15,0,0,1,4,10
5314,15,11,1,2,7,19
5315,15,38,6,7,8,45
5316,3,47,10,11,0,50
5317,2,0,0,1,0,2
5318,6,71,6,7,0,77
5319,14,19,1,2,2,32
5320,7,22,5,6,0,29
5321,8,15,5,6,2,21
5322,3,6,1,2,0,9
5323,3,74,7,8,7,71
5324,4,0,0,1,0,4
5325,15,61,8,9,0,76
5326,21,11,1,2,0,32
5327,5,0,0,1,0,5
5328,6,17,2,3,9,14
5329,4,19,8,9,10,13
5330,15,15,2,3,0,30
5331,2,87,13,14,8,81
5332,5,114,6,7,15,105
5333,3,16,2,3,0,19
5334,15,139,14,15,83,71
5335,7,0,0,1,0,7
5336,20,23,2,3,6,37
5337,8,0,0,1,0,8
5338,12,63,12,13,0,75
5339,23,117,9,10,1,139
5340,15,75,10,11,0,90
5341,11,40,3,4,0,52
5343,15,48,4,5,0,63
5344,12,74,7,8,0,86
5345,10,138,12,13,44,104
5346,17,24,3,4,13,28
5347,16,0,0,1,8,8
5348,12,72,7,8,43,40
5349,4,0,0,1,0,4
5350,4,10,3,4,0,14
5351,11,25,3,4,1,35
5352,13,0,0,1,0,13
5353,3,201,14,15,0,203
5354,3,0,0,1,0,3
5355,7,160,16,17,12,156
5356,3,19,2,3,0,22
5357,20,0,0,1,5,15
5358,7,23,4,5,0,30
5359,9,80,9,10,9,80
5360,2,29,4,5,0,30
5361,12,10,1,2,6,16
5362,9,72,11,12,0,81
5363,9,25,1,2,0,34
5364,13,45,3,4,2,56
5365,13,23,1,2,0,35
5367,11,0,0,1,3,9
5368,22,104,9,10,0,126
5369,6,30,3,4,0,36
5370,7,0,0,1,3,4
5371,6,0,0,1,1,5
5372,10,0,0,1,0,10
5373,20,0,0,1,3,17
5374,11,0,0,1,0,11
5375,7,0,0,1,1,6
5376,22,0,0,1,1,21
5377,16,0,0,1,1,15
5378,16,0,0,1,0,16
5379,9,0,0,1,6,3
5380,9,0,0,1,1,8
5381,13,41,7,8,6,48
5382,9,64,4,5,10,63
5383,15,15,1,2,3,28
5384,13,67,10,11,1,79
5385,14,24,3,4,3,35
5386,12,65,5,6,0,76
5387,2,0,0,1,0,2
5388,8,48,4,5,14,42
5389,12,60,6,7,0,72
5390,11,37,5,6,6,42
5391,7,0,0,1,1,5
5393,9,37,3,4,0,46
5394,3,0,0,1,0,3
5395,5,8,3,4,2,12
5396,19,75,6,7,48,46
5397,6,0,0,1,1,5
5398,7,0,0,1,1,6
5399,13,0,0,1,1,12
5400,7,9,1,2,1,15
5401,11,137,13,14,39,109
5402,22,48,5,6,13,57
5403,9,71,7,8,27,53
5404,5,13,2,3,6,11
5405,9,14,5,6,0,23
5406,12,0,0,1,0,11
5407,2,0,0,1,0,2
5408,12,0,0,1,0,12
5409,11,9,1,2,1,19
5410,15,34,3,4,2,47
5411,10,28,4,5,2,36
5412,5,84,12,13,15,74
5413,3,193,11,12,31,165
5414,12,170,13,14,35,148
5415,27,86,7,8,1,112
5416,9,27,2,3,9,27
5417,3,0,0,1,0,2
5418,5,38,3,4,7,36
5419,7,22,3,4,0,29
5420,4,0,0,1,1,3
5421,10,58,12,13,8,60
5422,16,4,2,3,2,18
5423,30,22,3,4,2,50
5424,2,7,2,3,3,6
5425,2,39,3,4,0,41
5426,14,46,6,7,4,57
5427,8,0,0,1,0,8
5428,3,0,0,1,0,3
5429,13,47,10,11,23,37
5430,4,112,7,8,0,116
5431,15,100,10,11,0,114
5432,12,17,3,4,0,29
5433,22,99,16,17,35,86
5434,10,154,12,13,6,159
5435,19,86,7,8,35,70
5436,13,72,8,9,27,58
5437,9,0,0,1,5,4
5438,20,24,1,2,0,43
5439,10,36,5,6,7,40
5440,9,0,0,1,2,6
5441,10,87,12,13,0,97
5442,2,66,9,10,6,63
5443,14,42,6,7,15,41
5444,4,52,5,6,0,56
5445,2,11,2,3,2,11
5446,9,93,10,11,28,75
5447,11,0,0,1,0,11
5448,7,0,0,1,3,4
5449,20,63,7,8,43,41
5450,17,56,9,10,17,57
5451,9,119,9,10,1,127
5452,1,18,3,4,13,6
5454,11,25,8,9,0,36
5455,12,44,6,7,16,40
5456,7,30,8,9,0,36
5457,3,0,0,1,0,2
5458,17,0,0,1,2,15
